8.488490478779652904e+02,2.648000587767251091e+02,2.000000000000000000e+00
9.530126241929642674e+02,4.885219496299146158e+02,3.000000000000000000e+00
9.690848484387113331e+02,3.255150355150580026e+02,3.500000000000000000e+00
1.012161099826291093e+03,1.356859271979100185e+02,2.500000000000000000e+00
8.373151735691118347e+02,5.011983673645606245e+02,2.000000000000000000e+00
5.664149065543210781e+02,5.234040317927368733e+02,2.000000000000000000e+00
7.957266927962026557e+02,1.011354549751449241e+02,3.000000000000000000e+00
1.067959343954132692e+03,5.406408873063098781e+02,2.500000000000000000e+00
1.484021471871062658e+03,3.041350708091098340e+02,2.500000000000000000e+00
1.239646396795523344e+02,4.051517161670657288e+02,4.000000000000000000e+00
5.670120791663000546e+02,1.909903895788327191e+02,2.500000000000000000e+00
8.927465026302725164e+02,6.547813402101278371e+02,1.000000000000000000e+00
1.205873212826338431e+03,5.812549724809307463e+02,2.500000000000000000e+00
3.763432632743005115e+02,5.367569593060316038e+02,3.000000000000000000e+00
1.162645144105901181e+03,2.401531610427840064e+02,4.000000000000000000e+00
1.279808910947076811e+03,5.592110283050603812e+02,1.000000000000000000e+00
1.141794993358055535e+03,3.367962789378718753e+02,1.000000000000000000e+00
4.989854410121784554e+02,5.607309309090774150e+02,3.000000000000000000e+00
1.401213118856032224e+03,5.152773310940287956e+02,1.000000000000000000e+00
3.212387182518189093e+02,4.931341198496415927e+02,2.500000000000000000e+00
1.236970747819550979e+03,3.584342723253568579e+02,3.500000000000000000e+00
1.701279526465987431e+02,1.480968613924000294e+02,4.000000000000000000e+00
1.330309785856268036e+03,6.115964305839805775e+02,4.000000000000000000e+00
2.946716997159632001e+02,1.719760602663024542e+02,2.500000000000000000e+00
3.938896305924355943e+02,3.463725566268565785e+02,2.000000000000000000e+00
1.192131043760841749e+02,6.232835376455414007e+02,1.000000000000000000e+00
4.091992839132517474e+02,3.764861541859174281e+02,3.500000000000000000e+00
1.362264897476472697e+03,4.672099140558821091e+02,4.000000000000000000e+00
1.439025514527027781e+03,3.988015060896759110e+02,3.000000000000000000e+00
1.259283858588173416e+03,2.097911610295153082e+02,3.000000000000000000e+00
1.095319753332530581e+03,1.530617996246038501e+02,2.000000000000000000e+00
4.432338715691661264e+02,2.807546909510944033e+02,4.000000000000000000e+00
6.011815982751993488e+02,6.927894332554385528e+02,1.000000000000000000e+00
7.645207091781472855e+02,3.678422662830084846e+02,3.500000000000000000e+00
6.964806913181286063e+02,5.988925259635421980e+02,3.500000000000000000e+00
1.468610144939965494e+03,6.656909226638201744e+02,2.000000000000000000e+00
6.533109009199048387e+02,2.913712229380391818e+02,2.500000000000000000e+00
3.484804167827546735e+02,2.361494421567346365e+02,4.000000000000000000e+00
1.301050372955869989e+03,2.735481203513498940e+02,1.000000000000000000e+00
8.124013799455118487e+02,6.097296226857522470e+02,3.000000000000000000e+00
6.309798378058071648e+02,1.623042561897182168e+02,4.000000000000000000e+00
5.271534189096089449e+02,4.340206506866408063e+02,2.000000000000000000e+00
1.122851962622107749e+03,6.879403705654600572e+02,2.500000000000000000e+00
1.006966436123659378e+03,6.377741360405026398e+02,3.500000000000000000e+00
4.772413524157682900e+02,1.241747006745467701e+02,3.500000000000000000e+00
7.170001875814432424e+02,2.170092672665202258e+02,1.000000000000000000e+00
2.017129976042258477e+02,4.556903504050294487e+02,3.000000000000000000e+00
1.425412090031465823e+03,1.827974012649583813e+02,3.000000000000000000e+00
1.351365432937253217e+03,1.173884795083138215e+02,3.500000000000000000e+00
2.407665152807151401e+02,3.133552875565472959e+02,3.500000000000000000e+00
7.456022489208792194e+02,4.700112729870232897e+02,2.000000000000000000e+00
9.288410971592966234e+02,2.208079408666946506e+02,3.000000000000000000e+00
4.514702608603803924e+02,6.432801964061003446e+02,2.500000000000000000e+00
1.177738619529307925e+03,4.409509225764128360e+02,1.000000000000000000e+00
2.844974147789062044e+02,6.777343478053512627e+02,2.000000000000000000e+00
6.768150291296262822e+02,4.109650664971802030e+02,4.000000000000000000e+00
1.055055643788124371e+03,4.241580328476839554e+02,1.000000000000000000e+00
1.510480555597018224e+02,2.557787536835434992e+02,3.500000000000000000e+00
9.056512278677633958e+02,3.801042628139763337e+02,4.000000000000000000e+00
2.216743334375809980e+02,5.795322978961164608e+02,2.000000000000000000e+00
