8.445545762104089818e+02,4.186230013098430049e+02,1.000000000000000000e+00
7.612196094795197041e+02,6.749281385546288448e+02,4.000000000000000000e+00
4.463499442884168502e+02,3.579031622082513877e+02,4.000000000000000000e+00
5.798877907618835934e+02,4.453179890413957196e+02,4.000000000000000000e+00
1.012892196680318875e+03,1.563240154910449462e+02,3.000000000000000000e+00
1.334586911082796860e+03,2.158722444899509867e+02,4.000000000000000000e+00
1.434119567293809951e+03,4.330026207748240950e+02,1.000000000000000000e+00
1.409012881939398085e+03,1.801731406075276709e+02,2.500000000000000000e+00
1.379385309257848803e+03,3.643014880321022702e+02,3.500000000000000000e+00
1.310786100305349692e+03,5.177055875158520166e+02,2.500000000000000000e+00
2.221453433545414100e+02,3.411942559311176524e+02,2.500000000000000000e+00
1.150191519918313134e+03,4.044119673940296025e+02,3.000000000000000000e+00
6.642890439979225903e+02,3.919224417564780083e+02,3.500000000000000000e+00
8.189240581720664522e+02,5.476216276709617432e+02,1.000000000000000000e+00
6.262205453695792130e+02,5.768033329491981931e+02,3.000000000000000000e+00
1.911089730084137557e+02,5.608612326576942451e+02,3.500000000000000000e+00
1.205888044130531625e+03,4.755942113468960883e+02,2.000000000000000000e+00
9.906634194046093853e+02,5.578181616401950578e+02,3.000000000000000000e+00
1.487267502202715264e+02,1.473962731929126164e+02,1.000000000000000000e+00
8.929826139060579635e+02,6.469891427846991974e+02,2.500000000000000000e+00
9.492895663761544256e+02,3.716035512990074494e+02,3.000000000000000000e+00
1.039745481823957107e+03,6.382425211966199186e+02,1.000000000000000000e+00
6.926539853038718775e+02,6.139785629297773539e+02,2.000000000000000000e+00
1.496819792744041479e+03,2.641218714548033404e+02,2.000000000000000000e+00
4.864401043660529353e+02,2.999220076131945234e+02,2.000000000000000000e+00
5.622280761280844672e+02,4.862850350233309769e+02,2.000000000000000000e+00
1.451313098144929938e+02,6.556286826388046620e+02,2.500000000000000000e+00
9.040095778700776918e+02,3.033407257013667504e+02,3.000000000000000000e+00
9.194756965387001628e+02,4.954702766074781835e+02,1.000000000000000000e+00
9.708786694976723766e+02,3.133341089014473937e+02,2.500000000000000000e+00
1.125877601864142889e+03,5.832461014495829659e+02,4.000000000000000000e+00
5.336923134505710777e+02,6.291562863823235148e+02,2.500000000000000000e+00
2.594886541976595709e+02,5.034681962220183777e+02,3.000000000000000000e+00
1.065332314093475588e+03,2.345792299428510432e+02,3.500000000000000000e+00
1.262945955567362716e+03,3.383422508191871430e+02,4.000000000000000000e+00
1.403498271931483259e+03,5.357633581470115587e+02,4.000000000000000000e+00
4.050220449375923408e+02,6.012875866085007601e+02,2.000000000000000000e+00
8.629170567872899937e+02,1.780130013238036497e+02,3.000000000000000000e+00
3.845137563879278559e+02,2.001505316568643025e+02,2.000000000000000000e+00
2.790279830000225729e+02,2.746861676288476133e+02,3.000000000000000000e+00
2.125009921487355768e+02,2.454154211348777608e+02,1.000000000000000000e+00
3.379082391828874279e+02,1.170689614188575547e+02,1.000000000000000000e+00
1.467739962876093387e+03,5.951773091995228242e+02,2.500000000000000000e+00
1.288425819019449136e+03,1.285249468220746110e+02,2.000000000000000000e+00
1.080693088938424808e+03,4.526162455264931737e+02,2.000000000000000000e+00
1.226412270749844311e+03,6.938151252545610532e+02,1.000000000000000000e+00
7.368537337078191740e+02,3.293897505023440431e+02,3.500000000000000000e+00
6.482320508844951519e+02,1.364119695288434002e+02,2.000000000000000000e+00
7.783858950478543193e+02,2.519159366422297239e+02,4.000000000000000000e+00
1.013293644285230215e+02,3.893278651941334942e+02,3.500000000000000000e+00
1.337498344759299016e+03,6.632173328309256704e+02,3.000000000000000000e+00
6.034564102257887726e+02,2.270388045523872051e+02,3.500000000000000000e+00
1.132204414347803549e+03,2.829455513272877170e+02,4.000000000000000000e+00
3.736448743436818063e+02,4.278381484204729759e+02,3.500000000000000000e+00
4.651284815599566400e+02,5.266582878300405355e+02,2.500000000000000000e+00
7.203654186775739845e+02,1.947950318183206377e+02,2.500000000000000000e+00
3.114690608328276085e+02,6.829895921650049786e+02,4.000000000000000000e+00
5.059368378504361203e+02,1.682583776313382771e+02,3.500000000000000000e+00
1.181740555476067811e+03,1.071798056662115073e+02,3.500000000000000000e+00
3.045951474117811131e+02,4.622267391136351193e+02,1.000000000000000000e+00
