3.293483086776072923e+02,1.777483554460817174e+02,1.000000000000000000e+00
7.802750561749126064e+02,2.471954918544273028e+02,2.000000000000000000e+00
6.500069371512246335e+02,4.627707304045155752e+02,2.500000000000000000e+00
8.368729553199863176e+02,3.707323939536994999e+02,2.000000000000000000e+00
1.407531494017251134e+03,2.716618783444836254e+02,1.000000000000000000e+00
1.149658169358419855e+03,5.217412424775556019e+02,2.500000000000000000e+00
9.968276509286552027e+02,3.597115988145678784e+02,2.500000000000000000e+00
7.200095259212112069e+02,2.105813705873189861e+02,2.500000000000000000e+00
1.383829489595377709e+03,5.563153803715420054e+02,4.000000000000000000e+00
4.745500699382965308e+02,5.067014860215340377e+02,1.000000000000000000e+00
